citric acid,total sulfur dioxide,density,sulphates,alcohol,Id,quality
0.38,90.0,0.99914,0.65,8.5,1436.0,5
0.29,39.0,0.99577,0.54,11.1,1437.0,5
0.0,8.0,0.996,0.47,10.3,1438.0,5
0.02,92.0,0.99566,0.68,11.06666667,1439.0,6
0.2,22.0,0.99322,0.49,11.7,1443.0,5
0.19,98.0,0.99713,0.52,9.6,1445.0,6
0.0,39.0,0.99701,0.74,9.7,1447.0,5
0.31,29.0,0.99472,0.76,11.3,1449.0,8
0.32,28.0,0.9947,0.73,11.3,1450.0,7
0.44,17.0,0.99732,0.78,11.0,1451.0,7
0.02,53.0,0.99374,0.76,11.6,1452.0,7
0.63,23.0,0.99974,0.69,10.9,1454.0,6
0.0,17.0,0.99467,0.63,10.9,1455.0,6
0.33,85.0,0.99706,0.58,9.0,1457.0,5
0.4,20.0,0.99603,0.6,10.5,1458.0,5
0.35,15.0,0.99458,0.8,11.9,1459.0,7
0.09,64.0,0.99724,0.68,10.4,1460.0,6
0.0,13.0,0.99664,0.61,10.0,1461.0,4
0.01,39.0,0.99522,0.53,10.8,1463.0,6
0.1,53.0,0.9958,0.67,9.7,1464.0,5
0.32,54.0,0.99728,0.65,10.0,1466.0,7
0.08,32.0,0.99648,0.57,11.0,1467.0,4
0.32,54.0,0.99728,0.65,10.0,1468.0,7
0.05,49.0,0.99705,0.55,9.7,1469.0,3
0.11,24.0,0.99578,0.47,9.7,1470.0,5
0.08,16.0,0.99334,0.52,12.6,1471.0,5
0.6,44.0,0.99656,0.79,11.1,1472.0,6
0.08,45.0,0.99336,0.54,11.0,1473.0,5
0.5,82.0,1.00242,0.75,8.8,1474.0,5
0.11,89.0,0.99182,0.88,13.56666667,1475.0,7
0.5,82.0,1.00242,0.75,8.8,1476.0,5
0.11,89.0,0.99182,0.88,13.6,1477.0,7
0.05,14.0,0.99808,0.52,10.2,1478.0,3
0.6,22.0,0.99828,0.68,10.6,1479.0,5
0.03,13.0,0.99498,0.62,10.1,1480.0,4
0.6,22.0,0.99828,0.68,10.6,1481.0,5
0.44,12.0,0.99542,0.61,10.7,1483.0,5
0.16,25.0,0.99606,0.55,9.7,1485.0,5
0.21,23.0,0.99546,0.6,10.3,1486.0,5
0.05,17.0,0.99496,0.78,10.6,1487.0,5
0.04,13.0,0.9942,0.58,11.4,1488.0,5
0.49,18.0,0.99344,0.56,12.4,1490.0,6
0.06,18.0,0.99348,0.54,11.95,1492.0,5
0.26,147.0,0.99636,0.59,9.7,1493.0,5
0.09,28.0,0.99459,0.7,10.0,1494.0,7
0.02,28.0,0.99492,0.81,10.6,1495.0,6
0.03,16.0,0.99508,0.63,11.5,1497.0,6
0.03,16.0,0.99508,0.63,11.5,1499.0,6
0.29,64.0,0.99642,0.53,9.4,1501.0,5
0.39,14.0,0.99555,0.69,11.0,1503.0,6
0.57,12.0,0.99605,0.55,11.4,1504.0,6
0.02,12.0,0.996,0.63,9.95,1505.0,3
0.05,14.0,0.99562,0.66,10.8,1506.0,6
0.57,12.0,0.99605,0.55,11.4,1507.0,6
0.6,25.0,0.99814,0.72,10.6,1508.0,6
0.4,20.0,0.9941,0.7,11.1,1509.0,5
0.21,48.0,0.99661,0.77,9.7,1510.0,6
0.04,27.0,0.99712,0.67,9.8,1511.0,5
0.21,65.0,0.99842,0.72,9.233333333,1514.0,6
0.21,65.0,0.99842,0.72,9.25,1515.0,6
0.06,44.0,0.99489,0.83,10.3,1517.0,6
0.46,20.0,0.99647,0.63,10.5,1518.0,5
0.08,27.0,0.99665,0.58,10.2,1519.0,5
0.25,58.0,0.99633,0.97,10.6,1522.0,5
0.25,61.0,0.9953,0.6,10.4,1523.0,5
0.08,34.0,0.99552,0.64,9.7,1525.0,5
0.08,38.0,0.99553,0.65,9.6,1526.0,6
0.49,59.0,0.99714,0.67,10.1,1528.0,6
0.08,52.0,0.99608,0.6,10.2,1529.0,6
0.09,18.0,0.99444,0.69,11.3,1530.0,6
0.1,28.0,0.99631,0.66,10.2,1531.0,5
0.13,22.0,0.99573,0.68,9.9,1532.0,6
0.3,84.0,0.99717,0.61,9.0,1533.0,5
0.14,29.0,0.99397,0.62,11.7,1534.0,7
0.13,35.0,0.9959,0.59,9.7,1535.0,6
0.09,26.0,0.99538,0.63,12.0,1538.0,5
0.08,32.0,0.99646,0.63,11.6,1540.0,6
0.43,19.0,0.9955,0.81,11.2,1544.0,7
0.33,28.0,0.99531,0.64,10.1,1545.0,6
0.02,26.0,0.99575,0.61,10.2,1546.0,5
0.5,50.0,0.99783,0.58,10.4,1548.0,5
0.3,24.0,0.99419,0.7,11.4,1549.0,8
0.0,27.0,0.99768,0.54,9.4,1551.0,5
0.01,54.0,0.99586,0.66,11.3,1552.0,6
0.0,28.0,0.99765,0.6,9.4,1553.0,5
0.17,24.0,0.99514,0.68,10.55,1555.0,7
0.04,20.0,0.99636,0.56,9.9,1556.0,5
0.02,23.0,0.99627,0.6,11.0,1557.0,6
0.33,115.0,0.99787,0.56,9.5,1558.0,5
0.26,131.0,0.99622,0.52,9.9,1559.0,5
0.26,131.0,0.99622,0.52,9.9,1560.0,5
0.26,131.0,0.99622,0.52,9.9,1561.0,5
0.13,20.0,0.99546,0.54,10.1,1562.0,5
0.13,20.0,0.99546,0.54,10.1,1563.0,5
0.02,42.0,0.99489,0.82,10.9,1565.0,6
0.64,52.0,0.99494,0.71,11.2,1566.0,6
0.13,20.0,0.99546,0.54,10.1,1567.0,5
0.13,42.0,0.99629,0.59,9.2,1568.0,5
0.14,34.0,0.99396,0.57,11.5,1569.0,6
0.53,35.0,0.9934,0.93,12.4,1570.0,6
0.14,25.0,0.99514,0.65,11.1,1571.0,6
0.32,104.0,0.99632,0.51,9.5,1572.0,5
0.2,50.0,0.99467,0.67,12.5,1573.0,6
0.4,20.0,0.99474,0.64,11.8,1575.0,6
0.63,29.0,0.99588,0.78,10.8,1576.0,6
0.15,27.0,0.99622,0.6,11.9,1577.0,6
0.15,20.0,0.9954,0.67,11.3,1578.0,6
0.33,26.0,0.9947,0.6,11.9,1580.0,6
0.1,27.0,0.99362,0.5,11.9,1582.0,5
0.29,98.0,0.99578,0.62,9.8,1583.0,5
0.44,34.0,0.99484,0.8,11.6,1584.0,7
0.41,60.0,0.99492,0.85,11.4,1586.0,6
0.11,28.0,0.99483,0.66,10.9,1587.0,6
0.15,35.0,0.99314,0.82,11.6,1590.0,6
0.09,26.0,0.99402,0.56,11.6,1591.0,6
0.13,40.0,0.99574,0.75,11.0,1592.0,6
0.08,38.0,0.99651,0.82,9.5,1593.0,6
0.08,44.0,0.9949,0.58,10.5,1594.0,5
0.1,51.0,0.99512,0.76,11.2,1595.0,6
0.12,44.0,0.99547,0.71,10.2,1597.0,5
